Pair	Ka	Ks	Ka/Ks	SeqQ	SeqS
10329	0.0122	0.0001	99.0000	Gene.18744::ACA1_132610-t26_1::g.18744::m.18744	Gene.25183::ACA1_176630-t26_1::g.25183::m.25183
10330	6.4589	28.5248	0.2264	Gene.18744::ACA1_132610-t26_1::g.18744::m.18744	Gene.25182::ACA1_176630-t26_1::g.25182::m.25182
10331	1.7804	71.9567	0.0247	Gene.18744::ACA1_132610-t26_1::g.18744::m.18744	Gene.25181::ACA1_176630-t26_1::g.25181::m.25181
10332	1.8281	67.3308	0.0272	Gene.18744::ACA1_132610-t26_1::g.18744::m.18744	Gene.25184::ACA1_176630-t26_1::g.25184::m.25184
10333	25.9202	0.9568	27.0905	Gene.18745::ACA1_132610-t26_1::g.18745::m.18745	Gene.25183::ACA1_176630-t26_1::g.25183::m.25183
10334	0.0116	0.0001	99.0000	Gene.18745::ACA1_132610-t26_1::g.18745::m.18745	Gene.25182::ACA1_176630-t26_1::g.25182::m.25182
10335	1.7051	49.1494	0.0347	Gene.18745::ACA1_132610-t26_1::g.18745::m.18745	Gene.25181::ACA1_176630-t26_1::g.25181::m.25181
10336	15.7717	18.0585	0.8734	Gene.18745::ACA1_132610-t26_1::g.18745::m.18745	Gene.25184::ACA1_176630-t26_1::g.25184::m.25184
10337	19.6262	4.6208	4.2473	Gene.18746::ACA1_132610-t26_1::g.18746::m.18746	Gene.25183::ACA1_176630-t26_1::g.25183::m.25183
10338	1.7347	91.8754	0.0189	Gene.18746::ACA1_132610-t26_1::g.18746::m.18746	Gene.25181::ACA1_176630-t26_1::g.25181::m.25181
10339	15.0891	20.0454	0.7527	Gene.18746::ACA1_132610-t26_1::g.18746::m.18746	Gene.25182::ACA1_176630-t26_1::g.25182::m.25182
10340	0.0001	0.0974	0.0010	Gene.18746::ACA1_132610-t26_1::g.18746::m.18746	Gene.25184::ACA1_176630-t26_1::g.25184::m.25184
10341	0.0695	0.1496	0.4644	Gene.18788::ACA1_132820-t26_1::g.18788::m.18788	Gene.21449::ACA1_151400-t26_1::g.21449::m.21449
10342	1.2930	14.5882	0.0886	Gene.18806::ACA1_132890-t26_1::g.18806::m.18806	Gene.30905::ACA1_220200-t26_1::g.30905::m.30905
10343	0.4002	118.6204	0.0034	Gene.18806::ACA1_132890-t26_1::g.18806::m.18806	Gene.30904::ACA1_220200-t26_1::g.30904::m.30904
10344	0.0000	0.0132	0.0010	Gene.18809::ACA1_132900-t26_1::g.18809::m.18809	Gene.22783::ACA1_163310-t26_1::g.22783::m.22783
10345	0.1655	0.7091	0.2334	Gene.18811::ACA1_133010-t26_1::g.18811::m.18811	Gene.22786::ACA1_163320-t26_1::g.22786::m.22786
10346	0.7710	2.5211	0.3058	Gene.18811::ACA1_133010-t26_1::g.18811::m.18811	Gene.22787::ACA1_163320-t26_1::g.22787::m.22787
10347	1.2204	77.9657	0.0157	Gene.18847::ACA1_133320-t26_1::g.18847::m.18847	Gene.32967::ACA1_242180-t26_1::g.32967::m.32967
10348	24.2211	0.2447	99.0000	Gene.18847::ACA1_133320-t26_1::g.18847::m.18847	Gene.32966::ACA1_242180-t26_1::g.32966::m.32966
10349	9.7426	31.1682	0.3126	Gene.18848::ACA1_133320-t26_1::g.18848::m.18848	Gene.32967::ACA1_242180-t26_1::g.32967::m.32967
10350	1.5078	33.4916	0.0450	Gene.18848::ACA1_133320-t26_1::g.18848::m.18848	Gene.32966::ACA1_242180-t26_1::g.32966::m.32966
10351	0.1162	3.1629	0.0367	Gene.18950::ACA1_133600-t26_1::g.18950::m.18950	Gene.24184::ACA1_173100-t26_1::g.24184::m.24184
10352	5.9000	45.5832	0.1294	Gene.18951::ACA1_133600-t26_1::g.18951::m.18951	Gene.24184::ACA1_173100-t26_1::g.24184::m.24184
10353	0.0676	0.1369	0.4937	Gene.18977::ACA1_134140-t26_1::g.18977::m.18977	Gene.18980::ACA1_134150-t26_1::g.18980::m.18980
10354	1.1397	71.9017	0.0159	Gene.18977::ACA1_134140-t26_1::g.18977::m.18977	Gene.18981::ACA1_134150-t26_1::g.18981::m.18981
10355	1.2117	56.1377	0.0216	Gene.18977::ACA1_134140-t26_1::g.18977::m.18977	Gene.18982::ACA1_134150-t26_1::g.18982::m.18982
10356	1.2094	13.2853	0.0910	Gene.18977::ACA1_134140-t26_1::g.18977::m.18977	Gene.18983::ACA1_134150-t26_1::g.18983::m.18983
10357	0.0490	0.0644	0.7618	Gene.18978::ACA1_134140-t26_1::g.18978::m.18978	Gene.18982::ACA1_134150-t26_1::g.18982::m.18982
10358	0.9397	8.7081	0.1079	Gene.18978::ACA1_134140-t26_1::g.18978::m.18978	Gene.18981::ACA1_134150-t26_1::g.18981::m.18981
10359	1.3858	52.1252	0.0266	Gene.18979::ACA1_134140-t26_1::g.18979::m.18979	Gene.18983::ACA1_134150-t26_1::g.18983::m.18983
10360	2.3172	11.1397	0.2080	Gene.19002::ACA1_134740-t26_1::g.19002::m.19002	Gene.19003::ACA1_134740-t26_1::g.19003::m.19003
10361	13.3522	7.2870	1.8323	Gene.19002::ACA1_134740-t26_1::g.19002::m.19002	Gene.19004::ACA1_134740-t26_1::g.19004::m.19004
10362	1.8601	9.4654	0.1965	Gene.19003::ACA1_134740-t26_1::g.19003::m.19003	Gene.19004::ACA1_134740-t26_1::g.19004::m.19004
10363	0.4598	1.2439	0.3696	Gene.19005::ACA1_134750-t26_1::g.19005::m.19005	Gene.27768::ACA1_193260-t26_1::g.27768::m.27768
10364	1.2998	64.1113	0.0203	Gene.19005::ACA1_134750-t26_1::g.19005::m.19005	Gene.27769::ACA1_193260-t26_1::g.27769::m.27769
10365	16.3078	17.3708	0.9388	Gene.19006::ACA1_134760-t26_1::g.19006::m.19006	Gene.27767::ACA1_193250-t26_1::g.27767::m.27767
10366	0.7331	1.3587	0.5395	Gene.19006::ACA1_134760-t26_1::g.19006::m.19006	Gene.27765::ACA1_193250-t26_1::g.27765::m.27765
10367	1.3729	31.8141	0.0432	Gene.19006::ACA1_134760-t26_1::g.19006::m.19006	Gene.27763::ACA1_193250-t26_1::g.27763::m.27763
10368	1.2156	79.9405	0.0152	Gene.19006::ACA1_134760-t26_1::g.19006::m.19006	Gene.27766::ACA1_193250-t26_1::g.27766::m.27766
10369	25.4411	2.7386	9.2898	Gene.19007::ACA1_134760-t26_1::g.19007::m.19007	Gene.27767::ACA1_193250-t26_1::g.27767::m.27767
10370	0.4041	0.2264	1.7844	Gene.19007::ACA1_134760-t26_1::g.19007::m.19007	Gene.27765::ACA1_193250-t26_1::g.27765::m.27765
10371	0.7561	1.7321	0.4365	Gene.19007::ACA1_134760-t26_1::g.19007::m.19007	Gene.27763::ACA1_193250-t26_1::g.27763::m.27763
10372	1.2315	11.3510	0.1085	Gene.19007::ACA1_134760-t26_1::g.19007::m.19007	Gene.27766::ACA1_193250-t26_1::g.27766::m.27766
10373	0.0457	0.0387	1.1804	Gene.19008::ACA1_134760-t26_1::g.19008::m.19008	Gene.27767::ACA1_193250-t26_1::g.27767::m.27767
10374	11.3859	24.7279	0.4604	Gene.19008::ACA1_134760-t26_1::g.19008::m.19008	Gene.27765::ACA1_193250-t26_1::g.27765::m.27765
10375	13.7297	20.9213	0.6563	Gene.19008::ACA1_134760-t26_1::g.19008::m.19008	Gene.27763::ACA1_193250-t26_1::g.27763::m.27763
10376	1.5314	16.3203	0.0938	Gene.19008::ACA1_134760-t26_1::g.19008::m.19008	Gene.27766::ACA1_193250-t26_1::g.27766::m.27766
10377	17.4591	15.5821	1.1205	Gene.19009::ACA1_134760-t26_1::g.19009::m.19009	Gene.27767::ACA1_193250-t26_1::g.27767::m.27767
10378	1.6429	14.4200	0.1139	Gene.19009::ACA1_134760-t26_1::g.19009::m.19009	Gene.27765::ACA1_193250-t26_1::g.27765::m.27765
10379	0.1592	0.1447	1.1002	Gene.19009::ACA1_134760-t26_1::g.19009::m.19009	Gene.27763::ACA1_193250-t26_1::g.27763::m.27763
10380	17.5012	14.7740	1.1846	Gene.19009::ACA1_134760-t26_1::g.19009::m.19009	Gene.27766::ACA1_193250-t26_1::g.27766::m.27766
10381	0.0112	0.0407	0.2748	Gene.19147::ACA1_136310-t26_1::g.19147::m.19147	Gene.27196::ACA1_189090-t26_1::g.27196::m.27196
10382	0.0030	0.0043	0.6922	Gene.19148::ACA1_136310-t26_1::g.19148::m.19148	Gene.27197::ACA1_189090-t26_1::g.27197::m.27197
10383	0.7646	56.8220	0.0135	Gene.19148::ACA1_136310-t26_1::g.19148::m.19148	Gene.27196::ACA1_189090-t26_1::g.27196::m.27196
10384	0.0191	0.0126	1.5102	Gene.19149::ACA1_136310-t26_1::g.19149::m.19149	Gene.27199::ACA1_189200-t26_1::g.27199::m.27199
10385	1.0337	57.2192	0.0181	Gene.19149::ACA1_136310-t26_1::g.19149::m.19149	Gene.27198::ACA1_189200-t26_1::g.27198::m.27198
10386	1.1722	65.8162	0.0178	Gene.19150::ACA1_136520-t26_1::g.19150::m.19150	Gene.27194::ACA1_188980-t26_1::g.27194::m.27194
10387	0.0377	0.1371	0.2753	Gene.19150::ACA1_136520-t26_1::g.19150::m.19150	Gene.27193::ACA1_188980-t26_1::g.27193::m.27193
10388	0.0000	0.0231	0.0010	Gene.19151::ACA1_136630-t26_1::g.19151::m.19151	Gene.27189::ACA1_188870-t26_1::g.27189::m.27189
10389	1.1330	68.8252	0.0165	Gene.19151::ACA1_136630-t26_1::g.19151::m.19151	Gene.27192::ACA1_188870-t26_1::g.27192::m.27192
10390	1.3112	5.3458	0.2453	Gene.19152::ACA1_136630-t26_1::g.19152::m.19152	Gene.27189::ACA1_188870-t26_1::g.27189::m.27189
10391	1.0466	18.1081	0.0578	Gene.19152::ACA1_136630-t26_1::g.19152::m.19152	Gene.27192::ACA1_188870-t26_1::g.27192::m.27192
10392	1.3171	8.7418	0.1507	Gene.19153::ACA1_136630-t26_1::g.19153::m.19153	Gene.27189::ACA1_188870-t26_1::g.27189::m.27189
10393	0.0105	0.0001	99.0000	Gene.19153::ACA1_136630-t26_1::g.19153::m.19153	Gene.27192::ACA1_188870-t26_1::g.27192::m.27192
10394	0.1442	0.3782	0.3812	Gene.19155::ACA1_136730-t26_1::g.19155::m.19155	Gene.47700::ACA1_374020-t26_1::g.47700::m.47700
10395	0.1398	0.3084	0.4534	Gene.19155::ACA1_136730-t26_1::g.19155::m.19155	Gene.40408::ACA1_292170-t26_1::g.40408::m.40408
10396	0.9627	1.5533	0.6198	Gene.19155::ACA1_136730-t26_1::g.19155::m.19155	Gene.40409::ACA1_292170-t26_1::g.40409::m.40409
10397	0.1062	0.3060	0.3469	Gene.19156::ACA1_136740-t26_1::g.19156::m.19156	Gene.40407::ACA1_292160-t26_1::g.40407::m.40407
10398	0.1472	0.3527	0.4173	Gene.19156::ACA1_136740-t26_1::g.19156::m.19156	Gene.47700::ACA1_374020-t26_1::g.47700::m.47700
10399	0.0446	0.0747	0.5977	Gene.19157::ACA1_136760-t26_1::g.19157::m.19157	Gene.44236::ACA1_342020-t26_1::g.44236::m.44236
10400	1.0139	4.4547	0.2276	Gene.19158::ACA1_136760-t26_1::g.19158::m.19158	Gene.44236::ACA1_342020-t26_1::g.44236::m.44236
10401	0.7419	15.5049	0.0478	Gene.19159::ACA1_136760-t26_1::g.19159::m.19159	Gene.44236::ACA1_342020-t26_1::g.44236::m.44236
10402	0.0818	0.1012	0.8089	Gene.19162::ACA1_136780-t26_1::g.19162::m.19162	Gene.44055::ACA1_338910-t26_1::g.44055::m.44055
10403	0.1663	0.2747	0.6053	Gene.19162::ACA1_136780-t26_1::g.19162::m.19162	Gene.44244::ACA1_342290-t26_1::g.44244::m.44244
10404	1.1564	60.0718	0.0193	Gene.19162::ACA1_136780-t26_1::g.19162::m.19162	Gene.44245::ACA1_342290-t26_1::g.44245::m.44245
10405	1.0722	60.6950	0.0177	Gene.19162::ACA1_136780-t26_1::g.19162::m.19162	Gene.44056::ACA1_338910-t26_1::g.44056::m.44056
10406	0.4986	0.9054	0.5507	Gene.19162::ACA1_136780-t26_1::g.19162::m.19162	Gene.44247::ACA1_342290-t26_1::g.44247::m.44247
10407	0.8587	55.9105	0.0154	Gene.19162::ACA1_136780-t26_1::g.19162::m.19162	Gene.44057::ACA1_338910-t26_1::g.44057::m.44057
10408	0.9325	69.1791	0.0135	Gene.19162::ACA1_136780-t26_1::g.19162::m.19162	Gene.44058::ACA1_338910-t26_1::g.44058::m.44058
10409	1.2123	13.6068	0.0891	Gene.19163::ACA1_136780-t26_1::g.19163::m.19163	Gene.44055::ACA1_338910-t26_1::g.44055::m.44055
10410	0.8295	1.0841	0.7651	Gene.19163::ACA1_136780-t26_1::g.19163::m.19163	Gene.44244::ACA1_342290-t26_1::g.44244::m.44244
10411	0.1192	0.1807	0.6600	Gene.19163::ACA1_136780-t26_1::g.19163::m.19163	Gene.44245::ACA1_342290-t26_1::g.44245::m.44245
10412	0.0281	0.0831	0.3378	Gene.19163::ACA1_136780-t26_1::g.19163::m.19163	Gene.44056::ACA1_338910-t26_1::g.44056::m.44056
10413	1.2168	58.8082	0.0207	Gene.19163::ACA1_136780-t26_1::g.19163::m.19163	Gene.44247::ACA1_342290-t26_1::g.44247::m.44247
10414	1.0710	55.5491	0.0193	Gene.19163::ACA1_136780-t26_1::g.19163::m.19163	Gene.44057::ACA1_338910-t26_1::g.44057::m.44057
10415	0.8445	20.8163	0.0406	Gene.19164::ACA1_136780-t26_1::g.19164::m.19164	Gene.44055::ACA1_338910-t26_1::g.44055::m.44055
10416	0.8957	1.9764	0.4532	Gene.19164::ACA1_136780-t26_1::g.19164::m.19164	Gene.44058::ACA1_338910-t26_1::g.44058::m.44058
10417	0.0296	0.0169	1.7544	Gene.19165::ACA1_136780-t26_1::g.19165::m.19165	Gene.44057::ACA1_338910-t26_1::g.44057::m.44057
10418	0.8183	7.9732	0.1026	Gene.19165::ACA1_136780-t26_1::g.19165::m.19165	Gene.44055::ACA1_338910-t26_1::g.44055::m.44055
10419	0.2267	0.3128	0.7249	Gene.19165::ACA1_136780-t26_1::g.19165::m.19165	Gene.44247::ACA1_342290-t26_1::g.44247::m.44247
10420	0.5546	1.5746	0.3522	Gene.19165::ACA1_136780-t26_1::g.19165::m.19165	Gene.44245::ACA1_342290-t26_1::g.44245::m.44245
10421	0.8733	4.4986	0.1941	Gene.19165::ACA1_136780-t26_1::g.19165::m.19165	Gene.44244::ACA1_342290-t26_1::g.44244::m.44244
10422	1.1773	53.8028	0.0219	Gene.19165::ACA1_136780-t26_1::g.19165::m.19165	Gene.44056::ACA1_338910-t26_1::g.44056::m.44056
10423	0.0541	0.1886	0.2871	Gene.19166::ACA1_136790-t26_1::g.19166::m.19166	Gene.43001::ACA1_325540-t26_1::g.43001::m.43001
10424	0.0076	0.0166	0.4598	Gene.19166::ACA1_136790-t26_1::g.19166::m.19166	Gene.44248::ACA1_342400-t26_1::g.44248::m.44248
10425	0.0556	0.1512	0.3677	Gene.19166::ACA1_136790-t26_1::g.19166::m.19166	Gene.28838::ACA1_202120-t26_1::g.28838::m.28838
10426	1.0498	9.1997	0.1141	Gene.19166::ACA1_136790-t26_1::g.19166::m.19166	Gene.44249::ACA1_342400-t26_1::g.44249::m.44249
10427	0.0214	0.0496	0.4311	Gene.19166::ACA1_136790-t26_1::g.19166::m.19166	Gene.44050::ACA1_338800-t26_1::g.44050::m.44050
10428	0.0765	0.3410	0.2244	Gene.19166::ACA1_136790-t26_1::g.19166::m.19166	Gene.22009::ACA1_155820-t26_1::g.22009::m.22009
10429	0.9640	7.7198	0.1249	Gene.19166::ACA1_136790-t26_1::g.19166::m.19166	Gene.43002::ACA1_325540-t26_1::g.43002::m.43002
10430	0.8415	9.2842	0.0906	Gene.19166::ACA1_136790-t26_1::g.19166::m.19166	Gene.28839::ACA1_202120-t26_1::g.28839::m.28839
10431	1.3177	7.2173	0.1826	Gene.19166::ACA1_136790-t26_1::g.19166::m.19166	Gene.43003::ACA1_325540-t26_1::g.43003::m.43003
10432	1.1603	7.3306	0.1583	Gene.19166::ACA1_136790-t26_1::g.19166::m.19166	Gene.28840::ACA1_202120-t26_1::g.28840::m.28840
10433	0.7629	70.2076	0.0109	Gene.19166::ACA1_136790-t26_1::g.19166::m.19166	Gene.43004::ACA1_325540-t26_1::g.43004::m.43004
10434	1.1261	3.1530	0.3571	Gene.19166::ACA1_136790-t26_1::g.19166::m.19166	Gene.22010::ACA1_155820-t26_1::g.22010::m.22010
10435	1.1985	8.1882	0.1464	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.44248::ACA1_342400-t26_1::g.44248::m.44248
10436	0.0118	0.0119	0.9898	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.44249::ACA1_342400-t26_1::g.44249::m.44249
10437	1.4121	31.1379	0.0454	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.44050::ACA1_338800-t26_1::g.44050::m.44050
10438	1.2179	5.6781	0.2145	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.43001::ACA1_325540-t26_1::g.43001::m.43001
10439	1.3256	21.1560	0.0627	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.28838::ACA1_202120-t26_1::g.28838::m.28838
10440	1.3598	41.2118	0.0330	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.22009::ACA1_155820-t26_1::g.22009::m.22009
10441	1.2626	6.5560	0.1926	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.28839::ACA1_202120-t26_1::g.28839::m.28839
10442	0.0947	0.0358	2.6414	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.43003::ACA1_325540-t26_1::g.43003::m.43003
10443	0.0650	0.0327	1.9901	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.28840::ACA1_202120-t26_1::g.28840::m.28840
10444	1.1113	43.5259	0.0255	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.28841::ACA1_202120-t26_1::g.28841::m.28841
10445	1.4516	47.2742	0.0307	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.43006::ACA1_325540-t26_1::g.43006::m.43006
10446	0.1659	0.0510	3.2548	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.22010::ACA1_155820-t26_1::g.22010::m.22010
10447	1.2536	44.5720	0.0281	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.43007::ACA1_325540-t26_1::g.43007::m.43007
10448	0.9546	49.0536	0.0195	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.28843::ACA1_202120-t26_1::g.28843::m.28843
10449	1.0495	50.7226	0.0207	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.44251::ACA1_342400-t26_1::g.44251::m.44251
10450	0.9968	47.7483	0.0209	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.43008::ACA1_325540-t26_1::g.43008::m.43008
10451	0.9446	7.6681	0.1232	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.28844::ACA1_202120-t26_1::g.28844::m.28844
10452	0.9212	10.5881	0.0870	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.44054::ACA1_338800-t26_1::g.44054::m.44054
10453	1.4320	15.6461	0.0915	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.44250::ACA1_342400-t26_1::g.44250::m.44250
10454	1.2248	23.1928	0.0528	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.43009::ACA1_325540-t26_1::g.43009::m.43009
10455	0.9482	41.1202	0.0231	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.44053::ACA1_338800-t26_1::g.44053::m.44053
10456	1.6722	7.1921	0.2325	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.43002::ACA1_325540-t26_1::g.43002::m.43002
10457	0.9633	50.4538	0.0191	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.22012::ACA1_155820-t26_1::g.22012::m.22012
10458	1.0699	8.7457	0.1223	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.22013::ACA1_155820-t26_1::g.22013::m.22013
10459	1.0600	3.7107	0.2857	Gene.19167::ACA1_136790-t26_1::g.19167::m.19167	Gene.22011::ACA1_155820-t26_1::g.22011::m.22011
10460	0.9783	11.0994	0.0881	Gene.19168::ACA1_136790-t26_1::g.19168::m.19168	Gene.43001::ACA1_325540-t26_1::g.43001::m.43001
10461	0.0753	0.0461	1.6324	Gene.19168::ACA1_136790-t26_1::g.19168::m.19168	Gene.43002::ACA1_325540-t26_1::g.43002::m.43002
10462	1.2429	64.1667	0.0194	Gene.19168::ACA1_136790-t26_1::g.19168::m.19168	Gene.28838::ACA1_202120-t26_1::g.28838::m.28838
10463	0.0872	0.0381	2.2891	Gene.19168::ACA1_136790-t26_1::g.19168::m.19168	Gene.28842::ACA1_202120-t26_1::g.28842::m.28842
10464	0.0215	0.0188	1.1428	Gene.19168::ACA1_136790-t26_1::g.19168::m.19168	Gene.44250::ACA1_342400-t26_1::g.44250::m.44250
10465	1.2645	7.5699	0.1670	Gene.19168::ACA1_136790-t26_1::g.19168::m.19168	Gene.44249::ACA1_342400-t26_1::g.44249::m.44249
10466	1.0428	59.9454	0.0174	Gene.19168::ACA1_136790-t26_1::g.19168::m.19168	Gene.22009::ACA1_155820-t26_1::g.22009::m.22009
10467	0.1617	0.1103	1.4663	Gene.19168::ACA1_136790-t26_1::g.19168::m.19168	Gene.22011::ACA1_155820-t26_1::g.22011::m.22011
10468	2.8028	2.4543	1.1420	Gene.19168::ACA1_136790-t26_1::g.19168::m.19168	Gene.43007::ACA1_325540-t26_1::g.43007::m.43007
10469	0.0601	0.2088	0.2877	Gene.19169::ACA1_136790-t26_1::g.19169::m.19169	Gene.43004::ACA1_325540-t26_1::g.43004::m.43004
10470	0.7575	69.5854	0.0109	Gene.19169::ACA1_136790-t26_1::g.19169::m.19169	Gene.43001::ACA1_325540-t26_1::g.43001::m.43001
10471	0.0478	0.0448	1.0658	Gene.19169::ACA1_136790-t26_1::g.19169::m.19169	Gene.44052::ACA1_338800-t26_1::g.44052::m.44052
10472	1.3455	6.6830	0.2013	Gene.19169::ACA1_136790-t26_1::g.19169::m.19169	Gene.43005::ACA1_325540-t26_1::g.43005::m.43005
10473	1.0786	52.7597	0.0204	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.44248::ACA1_342400-t26_1::g.44248::m.44248
10474	1.2349	43.4324	0.0284	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.44249::ACA1_342400-t26_1::g.44249::m.44249
10475	0.0378	0.0633	0.5975	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.28841::ACA1_202120-t26_1::g.28841::m.28841
10476	1.9088	3.1470	0.6065	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.28839::ACA1_202120-t26_1::g.28839::m.28839
10477	1.0339	63.9641	0.0162	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.28838::ACA1_202120-t26_1::g.28838::m.28838
10478	8.3022	28.3548	0.2928	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.28840::ACA1_202120-t26_1::g.28840::m.28840
10479	0.0678	0.0702	0.9656	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.43006::ACA1_325540-t26_1::g.43006::m.43006
10480	25.0553	0.6836	36.6498	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.43003::ACA1_325540-t26_1::g.43003::m.43003
10481	0.9962	60.6132	0.0164	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.44050::ACA1_338800-t26_1::g.44050::m.44050
10482	1.5870	62.2019	0.0255	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.28843::ACA1_202120-t26_1::g.28843::m.28843
10483	1.4096	66.9817	0.0210	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.44251::ACA1_342400-t26_1::g.44251::m.44251
10484	2.1036	61.8083	0.0340	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.43008::ACA1_325540-t26_1::g.43008::m.43008
10485	1.8375	5.2420	0.3505	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.28844::ACA1_202120-t26_1::g.28844::m.28844
10486	12.8933	22.6098	0.5703	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.22010::ACA1_155820-t26_1::g.22010::m.22010
10487	1.1077	8.1030	0.1367	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.22009::ACA1_155820-t26_1::g.22009::m.22009
10488	1.3539	64.3559	0.0210	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.44054::ACA1_338800-t26_1::g.44054::m.44054
10489	2.2118	4.1332	0.5351	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.43009::ACA1_325540-t26_1::g.43009::m.43009
10490	1.5171	44.8672	0.0338	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.44053::ACA1_338800-t26_1::g.44053::m.44053
10491	0.1522	0.1338	1.1374	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.22012::ACA1_155820-t26_1::g.22012::m.22012
10492	1.6393	5.4462	0.3010	Gene.19170::ACA1_136790-t26_1::g.19170::m.19170	Gene.22013::ACA1_155820-t26_1::g.22013::m.22013
10493	0.0431	0.0632	0.6825	Gene.19171::ACA1_136790-t26_1::g.19171::m.19171	Gene.28843::ACA1_202120-t26_1::g.28843::m.28843
10494	1.6625	63.6800	0.0261	Gene.19171::ACA1_136790-t26_1::g.19171::m.19171	Gene.28841::ACA1_202120-t26_1::g.28841::m.28841
10495	1.8641	11.3766	0.1639	Gene.19171::ACA1_136790-t26_1::g.19171::m.19171	Gene.28840::ACA1_202120-t26_1::g.28840::m.28840
10496	1.4393	2.2085	0.6517	Gene.19171::ACA1_136790-t26_1::g.19171::m.19171	Gene.28839::ACA1_202120-t26_1::g.28839::m.28839
10497	0.7214	77.1983	0.0093	Gene.19171::ACA1_136790-t26_1::g.19171::m.19171	Gene.28838::ACA1_202120-t26_1::g.28838::m.28838
10498	0.0040	0.0480	0.0834	Gene.19171::ACA1_136790-t26_1::g.19171::m.19171	Gene.44251::ACA1_342400-t26_1::g.44251::m.44251
10499	0.8493	48.8422	0.0174	Gene.19171::ACA1_136790-t26_1::g.19171::m.19171	Gene.44249::ACA1_342400-t26_1::g.44249::m.44249
10500	0.0561	0.1549	0.3624	Gene.19171::ACA1_136790-t26_1::g.19171::m.19171	Gene.43008::ACA1_325540-t26_1::g.43008::m.43008
10501	1.7502	62.0578	0.0282	Gene.19171::ACA1_136790-t26_1::g.19171::m.19171	Gene.43006::ACA1_325540-t26_1::g.43006::m.43006
10502	1.8318	16.9626	0.1080	Gene.19171::ACA1_136790-t26_1::g.19171::m.19171	Gene.43003::ACA1_325540-t26_1::g.43003::m.43003
10503	11.6716	9.7061	1.2025	Gene.19171::ACA1_136790-t26_1::g.19171::m.19171	Gene.28844::ACA1_202120-t26_1::g.28844::m.28844
10504	0.0001	0.0504	0.0010	Gene.19171::ACA1_136790-t26_1::g.19171::m.19171	Gene.44054::ACA1_338800-t26_1::g.44054::m.44054
10505	1.7663	44.5543	0.0396	Gene.19171::ACA1_136790-t26_1::g.19171::m.19171	Gene.43009::ACA1_325540-t26_1::g.43009::m.43009
10506	1.5367	50.9147	0.0302	Gene.19171::ACA1_136790-t26_1::g.19171::m.19171	Gene.44053::ACA1_338800-t26_1::g.44053::m.44053
10507	1.2951	47.6200	0.0272	Gene.19171::ACA1_136790-t26_1::g.19171::m.19171	Gene.22010::ACA1_155820-t26_1::g.22010::m.22010
