Pair	Ka	Ks	Ka/Ks	SeqQ	SeqS
962	1.6930	61.5509	0.0275	Acradend_c2563_g1::Acradend_c2563_g1_i2::g.11438::m.11438	Acradend_c2563_g3::Acradend_c2563_g3_i1::g.11440::m.11440
963	0.0259	0.0272	0.9519	Acradend_c2572_g1::Acradend_c2572_g1_i1::g.11480::m.11480	Acradend_c2572_g1::Acradend_c2572_g1_i2::g.11483::m.11483
964	0.1594	0.3536	0.4507	Acradend_c2573_g1::Acradend_c2573_g1_i1::g.11501::m.11501	Acradend_c2573_g1::Acradend_c2573_g1_i2::g.11513::m.11513
965	1.5150	71.4674	0.0212	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11606::m.11606	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11621::m.11621
966	1.7211	14.7248	0.1169	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11606::m.11606	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11620::m.11620
967	0.1249	0.0979	1.2755	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11606::m.11606	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11619::m.11619
968	1.7349	63.6610	0.0273	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11606::m.11606	Acradend_c2579_g1::Acradend_c2579_g1_i2::g.11611::m.11611
969	8.5951	39.1404	0.2196	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11606::m.11606	Acradend_c2579_g1::Acradend_c2579_g1_i2::g.11609::m.11609
970	1.9377	67.0821	0.0289	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11606::m.11606	Acradend_c2579_g1::Acradend_c2579_g1_i3::g.11617::m.11617
971	0.2971	0.4882	0.6085	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11606::m.11606	Acradend_c2579_g1::Acradend_c2579_g1_i3::g.11615::m.11615
972	10.4860	36.0937	0.2905	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11606::m.11606	Acradend_c2579_g1::Acradend_c2579_g1_i3::g.11616::m.11616
973	0.0887	0.2939	0.3018	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11607::m.11607	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11621::m.11621
974	1.5596	69.1190	0.0226	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11607::m.11607	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11620::m.11620
975	1.6459	64.2042	0.0256	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11607::m.11607	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11619::m.11619
976	1.4382	61.7551	0.0233	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11607::m.11607	Acradend_c2579_g1::Acradend_c2579_g1_i2::g.11611::m.11611
977	0.0996	0.4680	0.2128	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11607::m.11607	Acradend_c2579_g1::Acradend_c2579_g1_i2::g.11609::m.11609
978	0.2754	0.5786	0.4761	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11607::m.11607	Acradend_c2579_g1::Acradend_c2579_g1_i3::g.11617::m.11617
979	14.4388	23.1184	0.6246	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11607::m.11607	Acradend_c2579_g1::Acradend_c2579_g1_i3::g.11615::m.11615
980	2.1873	4.8049	0.4552	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11607::m.11607	Acradend_c2579_g1::Acradend_c2579_g1_i3::g.11616::m.11616
981	0.0769	0.2362	0.3257	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11608::m.11608	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11620::m.11620
982	1.7444	8.4402	0.2067	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11608::m.11608	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11621::m.11621
983	1.8700	56.2903	0.0332	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11608::m.11608	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11619::m.11619
984	0.0732	0.3015	0.2428	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11608::m.11608	Acradend_c2579_g1::Acradend_c2579_g1_i2::g.11611::m.11611
985	1.2843	61.8461	0.0208	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11608::m.11608	Acradend_c2579_g1::Acradend_c2579_g1_i2::g.11609::m.11609
986	1.8816	59.3552	0.0317	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11608::m.11608	Acradend_c2579_g1::Acradend_c2579_g1_i3::g.11617::m.11617
987	0.3295	0.4921	0.6697	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11608::m.11608	Acradend_c2579_g1::Acradend_c2579_g1_i3::g.11616::m.11616
988	1.8940	58.1164	0.0326	Acradend_c2579_g1::Acradend_c2579_g1_i1::g.11608::m.11608	Acradend_c2579_g1::Acradend_c2579_g1_i3::g.11615::m.11615
989	1.8781	60.4551	0.0311	Acradend_c2579_g1::Acradend_c2579_g1_i2::g.11609::m.11609	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11620::m.11620
990	0.1405	0.5967	0.2355	Acradend_c2579_g1::Acradend_c2579_g1_i2::g.11609::m.11609	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11621::m.11621
991	14.7428	23.1699	0.6363	Acradend_c2579_g1::Acradend_c2579_g1_i2::g.11609::m.11609	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11619::m.11619
992	0.0426	0.2095	0.2035	Acradend_c2579_g1::Acradend_c2579_g1_i2::g.11611::m.11611	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11620::m.11620
993	1.4536	64.7722	0.0224	Acradend_c2579_g1::Acradend_c2579_g1_i2::g.11611::m.11611	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11621::m.11621
994	1.8710	60.1897	0.0311	Acradend_c2579_g1::Acradend_c2579_g1_i2::g.11611::m.11611	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11619::m.11619
995	1.2742	69.5244	0.0183	Acradend_c2579_g1::Acradend_c2579_g1_i3::g.11615::m.11615	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11621::m.11621
996	7.7415	55.0181	0.1407	Acradend_c2579_g1::Acradend_c2579_g1_i3::g.11616::m.11616	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11621::m.11621
997	0.3821	84.0097	0.0045	Acradend_c2579_g1::Acradend_c2579_g1_i3::g.11617::m.11617	Acradend_c2579_g1::Acradend_c2579_g1_i4::g.11621::m.11621
998	0.0267	0.4315	0.0619	Acradend_c2581_g1::Acradend_c2581_g1_i1::g.11672::m.11672	Acradend_c2581_g1::Acradend_c2581_g1_i4::g.11680::m.11680
999	0.0267	0.4315	0.0619	Acradend_c2581_g1::Acradend_c2581_g1_i1::g.11672::m.11672	Acradend_c2581_g1::Acradend_c2581_g1_i3::g.11677::m.11677
1000	0.0267	0.4315	0.0619	Acradend_c2581_g1::Acradend_c2581_g1_i1::g.11672::m.11672	Acradend_c2581_g1::Acradend_c2581_g1_i2::g.11675::m.11675
1001	5.9679	5.2597	1.1346	Acradend_c2582_g1::Acradend_c2582_g1_i1::g.11681::m.11681	Acradend_c2582_g1::Acradend_c2582_g1_i2::g.11686::m.11686
1002	0.0047	0.0000	99.0000	Acradend_c2582_g1::Acradend_c2582_g1_i1::g.11681::m.11681	Acradend_c2582_g1::Acradend_c2582_g1_i2::g.11685::m.11685
1003	1.7046	6.4294	0.2651	Acradend_c2582_g1::Acradend_c2582_g1_i1::g.11681::m.11681	Acradend_c2582_g1::Acradend_c2582_g1_i2::g.11687::m.11687
1004	0.0000	0.0127	0.0010	Acradend_c2582_g1::Acradend_c2582_g1_i1::g.11682::m.11682	Acradend_c2582_g1::Acradend_c2582_g1_i2::g.11686::m.11686
1005	1.7748	1.7762	0.9992	Acradend_c2582_g1::Acradend_c2582_g1_i1::g.11682::m.11682	Acradend_c2582_g1::Acradend_c2582_g1_i2::g.11685::m.11685
1006	2.3881	53.4669	0.0447	Acradend_c2582_g1::Acradend_c2582_g1_i1::g.11682::m.11682	Acradend_c2582_g1::Acradend_c2582_g1_i2::g.11687::m.11687
1007	0.0000	0.0126	0.0010	Acradend_c2582_g1::Acradend_c2582_g1_i1::g.11683::m.11683	Acradend_c2582_g1::Acradend_c2582_g1_i2::g.11687::m.11687
1008	2.1073	53.9375	0.0391	Acradend_c2582_g1::Acradend_c2582_g1_i1::g.11683::m.11683	Acradend_c2582_g1::Acradend_c2582_g1_i2::g.11686::m.11686
1009	2.8838	62.0649	0.0465	Acradend_c2582_g1::Acradend_c2582_g1_i1::g.11683::m.11683	Acradend_c2582_g1::Acradend_c2582_g1_i2::g.11685::m.11685
1010	2.4354	11.7575	0.2071	Acradend_c2585_g1::Acradend_c2585_g1_i1::g.11696::m.11696	Acradend_c2585_g1::Acradend_c2585_g1_i2::g.11721::m.11721
1011	0.2218	0.1407	1.5762	Acradend_c2585_g1::Acradend_c2585_g1_i1::g.11696::m.11696	Acradend_c2585_g1::Acradend_c2585_g1_i2::g.11718::m.11718
1012	0.1499	0.5538	0.2708	Acradend_c2585_g1::Acradend_c2585_g1_i1::g.11697::m.11697	Acradend_c2585_g1::Acradend_c2585_g1_i2::g.11721::m.11721
1013	14.4338	24.1443	0.5978	Acradend_c2585_g1::Acradend_c2585_g1_i1::g.11697::m.11697	Acradend_c2585_g1::Acradend_c2585_g1_i2::g.11718::m.11718
1014	1.1099	6.3922	0.1736	Acradend_c2587_g2::Acradend_c2587_g2_i1::g.11763::m.11763	Acradend_c2587_g3::Acradend_c2587_g3_i1::g.11778::m.11778
1015	0.4457	0.4251	1.0485	Acradend_c2587_g2::Acradend_c2587_g2_i1::g.11763::m.11763	Acradend_c2587_g3::Acradend_c2587_g3_i1::g.11777::m.11777
1016	0.2860	1.8743	0.1526	Acradend_c2587_g2::Acradend_c2587_g2_i1::g.11764::m.11764	Acradend_c2587_g3::Acradend_c2587_g3_i1::g.11778::m.11778
1017	1.0361	72.8784	0.0142	Acradend_c2587_g2::Acradend_c2587_g2_i1::g.11764::m.11764	Acradend_c2587_g3::Acradend_c2587_g3_i1::g.11777::m.11777
1018	0.0873	0.3433	0.2544	Acradend_c2590_g1::Acradend_c2590_g1_i1::g.11789::m.11789	Acradend_c2590_g1::Acradend_c2590_g1_i2::g.11793::m.11793
1019	1.1888	4.0785	0.2915	Acradend_c2590_g1::Acradend_c2590_g1_i1::g.11789::m.11789	Acradend_c2590_g1::Acradend_c2590_g1_i2::g.11791::m.11791
1020	1.3066	3.7959	0.3442	Acradend_c2590_g1::Acradend_c2590_g1_i1::g.11789::m.11789	Acradend_c2590_g1::Acradend_c2590_g1_i2::g.11792::m.11792
1021	1.3137	3.3115	0.3967	Acradend_c2590_g1::Acradend_c2590_g1_i1::g.11790::m.11790	Acradend_c2590_g1::Acradend_c2590_g1_i2::g.11793::m.11793
1022	0.1267	0.1268	0.9998	Acradend_c2590_g1::Acradend_c2590_g1_i1::g.11790::m.11790	Acradend_c2590_g1::Acradend_c2590_g1_i2::g.11791::m.11791
1023	9.2278	26.3307	0.3505	Acradend_c2590_g1::Acradend_c2590_g1_i1::g.11790::m.11790	Acradend_c2590_g1::Acradend_c2590_g1_i2::g.11792::m.11792
1024	1.5871	55.7181	0.0285	Acradend_c2592_g1::Acradend_c2592_g1_i1::g.11884::m.11884	Acradend_c2592_g3::Acradend_c2592_g3_i1::g.11891::m.11891
1025	0.1689	2.6129	0.0647	Acradend_c2592_g1::Acradend_c2592_g1_i1::g.11884::m.11884	Acradend_c2592_g3::Acradend_c2592_g3_i1::g.11893::m.11893
1026	1.3586	64.7858	0.0210	Acradend_c2592_g1::Acradend_c2592_g1_i1::g.11884::m.11884	Acradend_c2592_g3::Acradend_c2592_g3_i1::g.11892::m.11892
1027	0.1894	0.4560	0.4155	Acradend_c2593_g1::Acradend_c2593_g1_i1::g.11931::m.11931	Acradend_c2593_g1::Acradend_c2593_g1_i2::g.11933::m.11933
1028	1.4683	8.3490	0.1759	Acradend_c2593_g1::Acradend_c2593_g1_i1::g.11931::m.11931	Acradend_c2593_g1::Acradend_c2593_g1_i2::g.11934::m.11934
1029	1.3951	5.2814	0.2642	Acradend_c2593_g1::Acradend_c2593_g1_i1::g.11932::m.11932	Acradend_c2593_g1::Acradend_c2593_g1_i2::g.11933::m.11933
1030	1.4513	58.6824	0.0247	Acradend_c2593_g1::Acradend_c2593_g1_i1::g.11932::m.11932	Acradend_c2593_g1::Acradend_c2593_g1_i2::g.11934::m.11934
1031	0.0052	0.0300	0.1730	Acradend_c2597_g1::Acradend_c2597_g1_i2::g.11971::m.11971	Acradend_c2597_g1::Acradend_c2597_g1_i3::g.11972::m.11972
1032	1.1342	64.9432	0.0175	Acradend_c2597_g1::Acradend_c2597_g1_i2::g.11971::m.11971	Acradend_c2597_g1::Acradend_c2597_g1_i3::g.11973::m.11973
1033	0.0323	0.0565	0.5708	Acradend_c2602_g1::Acradend_c2602_g1_i1::g.12059::m.12059	Acradend_c2602_g1::Acradend_c2602_g1_i2::g.12069::m.12069
1034	17.5906	14.4196	1.2199	Acradend_c2606_g1::Acradend_c2606_g1_i1::g.12113::m.12113	Acradend_c2606_g1::Acradend_c2606_g1_i2::g.12116::m.12116
1035	0.1014	0.8591	0.1180	Acradend_c2606_g1::Acradend_c2606_g1_i1::g.12113::m.12113	Acradend_c2606_g1::Acradend_c2606_g1_i2::g.12115::m.12115
1036	0.2055	0.1671	1.2300	Acradend_c2606_g1::Acradend_c2606_g1_i1::g.12114::m.12114	Acradend_c2606_g1::Acradend_c2606_g1_i2::g.12116::m.12116
1037	4.8026	45.2156	0.1062	Acradend_c2606_g1::Acradend_c2606_g1_i1::g.12114::m.12114	Acradend_c2606_g1::Acradend_c2606_g1_i2::g.12115::m.12115
1038	0.1472	0.1421	1.0362	Acradend_c2611_g1::Acradend_c2611_g1_i1::g.12198::m.12198	Acradend_c2611_g1::Acradend_c2611_g1_i2::g.12211::m.12211
1039	1.5778	58.1265	0.0271	Acradend_c2611_g1::Acradend_c2611_g1_i1::g.12199::m.12199	Acradend_c2611_g1::Acradend_c2611_g1_i2::g.12211::m.12211
1040	0.2901	0.5211	0.5567	Acradend_c2611_g1::Acradend_c2611_g1_i1::g.12201::m.12201	Acradend_c2611_g1::Acradend_c2611_g1_i2::g.12215::m.12215
1041	1.3115	2.9718	0.4413	Acradend_c2611_g1::Acradend_c2611_g1_i1::g.12201::m.12201	Acradend_c2611_g1::Acradend_c2611_g1_i2::g.12211::m.12211
1042	0.1472	0.1421	1.0362	Acradend_c2611_g1::Acradend_c2611_g1_i2::g.12211::m.12211	Acradend_c2611_g1::Acradend_c2611_g1_i3::g.12221::m.12221
1043	1.5778	58.1266	0.0271	Acradend_c2611_g1::Acradend_c2611_g1_i2::g.12211::m.12211	Acradend_c2611_g1::Acradend_c2611_g1_i3::g.12222::m.12222
1044	1.3115	2.9718	0.4413	Acradend_c2611_g1::Acradend_c2611_g1_i2::g.12211::m.12211	Acradend_c2611_g1::Acradend_c2611_g1_i3::g.12226::m.12226
1045	0.2901	0.5211	0.5567	Acradend_c2611_g1::Acradend_c2611_g1_i2::g.12215::m.12215	Acradend_c2611_g1::Acradend_c2611_g1_i3::g.12226::m.12226
1046	0.0697	0.1760	0.3958	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12230::m.12230	Acradend_c2612_g1::Acradend_c2612_g1_i2::g.12245::m.12245
1047	0.1125	0.2070	0.5433	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12230::m.12230	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12259::m.12259
1048	1.0454	5.5335	0.1889	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12230::m.12230	Acradend_c2612_g1::Acradend_c2612_g1_i2::g.12247::m.12247
1049	0.9947	6.2914	0.1581	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12230::m.12230	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12262::m.12262
1050	1.0966	60.1813	0.0182	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12230::m.12230	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12263::m.12263
1051	0.0763	0.0583	1.3086	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12231::m.12231	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12260::m.12260
1052	1.0513	51.7996	0.0203	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12231::m.12231	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12266::m.12266
1053	1.2350	4.3989	0.2807	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12232::m.12232	Acradend_c2612_g1::Acradend_c2612_g1_i2::g.12245::m.12245
1054	0.0175	0.0021	8.2316	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12232::m.12232	Acradend_c2612_g1::Acradend_c2612_g1_i2::g.12247::m.12247
1055	1.1296	4.8314	0.2338	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12232::m.12232	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12259::m.12259
1056	0.0378	0.0141	2.6701	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12232::m.12232	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12262::m.12262
1057	1.4413	23.6716	0.0609	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12232::m.12232	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12263::m.12263
1058	0.1940	1.5273	0.1270	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12236::m.12236	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12266::m.12266
1059	1.2988	12.3390	0.1053	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12236::m.12236	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12260::m.12260
1060	1.1024	4.2095	0.2619	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12241::m.12241	Acradend_c2612_g1::Acradend_c2612_g1_i2::g.12247::m.12247
1061	1.2451	43.1575	0.0288	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12241::m.12241	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12262::m.12262
1062	1.3376	3.5086	0.3812	Acradend_c2612_g1::Acradend_c2612_g1_i1::g.12241::m.12241	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12263::m.12263
1063	0.1076	0.2129	0.5054	Acradend_c2612_g1::Acradend_c2612_g1_i2::g.12245::m.12245	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12259::m.12259
1064	0.9048	17.4934	0.0517	Acradend_c2612_g1::Acradend_c2612_g1_i2::g.12245::m.12245	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12262::m.12262
1065	1.0254	59.8780	0.0171	Acradend_c2612_g1::Acradend_c2612_g1_i2::g.12245::m.12245	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12263::m.12263
1066	1.0085	5.6600	0.1782	Acradend_c2612_g1::Acradend_c2612_g1_i2::g.12247::m.12247	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12259::m.12259
1067	0.0332	0.0138	2.4006	Acradend_c2612_g1::Acradend_c2612_g1_i2::g.12247::m.12247	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12262::m.12262
1068	1.5862	11.5861	0.1369	Acradend_c2612_g1::Acradend_c2612_g1_i2::g.12247::m.12247	Acradend_c2612_g1::Acradend_c2612_g1_i3::g.12263::m.12263
1069	0.0000	0.0021	0.0010	Acradend_c2613_g1::Acradend_c2613_g1_i1::g.12274::m.12274	Acradend_c2613_g1::Acradend_c2613_g1_i3::g.12278::m.12278
1070	0.0000	0.0021	0.0010	Acradend_c2613_g1::Acradend_c2613_g1_i1::g.12274::m.12274	Acradend_c2613_g1::Acradend_c2613_g1_i2::g.12276::m.12276
1071	1.1724	68.3561	0.0172	Acradend_c2615_g6::Acradend_c2615_g6_i1::g.12344::m.12344	Acradend_c2615_g8::Acradend_c2615_g8_i1::g.12363::m.12363
1072	1.3233	3.3512	0.3949	Acradend_c2615_g6::Acradend_c2615_g6_i1::g.12344::m.12344	Acradend_c2615_g8::Acradend_c2615_g8_i1::g.12364::m.12364
1073	0.2347	0.1606	1.4614	Acradend_c2615_g6::Acradend_c2615_g6_i1::g.12344::m.12344	Acradend_c2615_g8::Acradend_c2615_g8_i1::g.12365::m.12365
1074	0.1951	2.3206	0.0841	Acradend_c2615_g6::Acradend_c2615_g6_i1::g.12345::m.12345	Acradend_c2615_g8::Acradend_c2615_g8_i1::g.12363::m.12363
1075	1.5004	4.3118	0.3480	Acradend_c2615_g6::Acradend_c2615_g6_i1::g.12345::m.12345	Acradend_c2615_g8::Acradend_c2615_g8_i1::g.12364::m.12364
1076	1.0629	5.6986	0.1865	Acradend_c2615_g6::Acradend_c2615_g6_i1::g.12345::m.12345	Acradend_c2615_g8::Acradend_c2615_g8_i1::g.12365::m.12365
1077	0.1686	14.5630	0.0116	Acradend_c2615_g15::Acradend_c2615_g15_i1::g.12417::m.12417	Acradend_c2615_g17::Acradend_c2615_g17_i1::g.12424::m.12424
1078	5.0244	53.3576	0.0942	Acradend_c2615_g15::Acradend_c2615_g15_i1::g.12417::m.12417	Acradend_c2615_g17::Acradend_c2615_g17_i1::g.12426::m.12426
1079	1.7412	53.3603	0.0326	Acradend_c2615_g15::Acradend_c2615_g15_i1::g.12418::m.12418	Acradend_c2615_g17::Acradend_c2615_g17_i1::g.12424::m.12424
1080	0.3043	0.1655	1.8389	Acradend_c2615_g15::Acradend_c2615_g15_i1::g.12418::m.12418	Acradend_c2615_g17::Acradend_c2615_g17_i1::g.12426::m.12426
1081	0.2963	2.3035	0.1286	Acradend_c2619_g3::Acradend_c2619_g3_i1::g.12466::m.12466	Acradend_c2619_g4::Acradend_c2619_g4_i1::g.12469::m.12469
1082	1.5106	66.7281	0.0226	Acradend_c2619_g3::Acradend_c2619_g3_i1::g.12466::m.12466	Acradend_c2619_g4::Acradend_c2619_g4_i1::g.12470::m.12470
1083	5.5267	46.2617	0.1195	Acradend_c2619_g3::Acradend_c2619_g3_i1::g.12467::m.12467	Acradend_c2619_g4::Acradend_c2619_g4_i1::g.12469::m.12469
1084	14.1101	20.4655	0.6895	Acradend_c2619_g3::Acradend_c2619_g3_i1::g.12467::m.12467	Acradend_c2619_g4::Acradend_c2619_g4_i1::g.12470::m.12470
1085	0.0091	0.0360	0.2529	Acradend_c2619_g4::Acradend_c2619_g4_i1::g.12468::m.12468	Acradend_c2619_g4::Acradend_c2619_g4_i2::g.12489::m.12489
1086	1.0260	4.4349	0.2313	Acradend_c2619_g4::Acradend_c2619_g4_i1::g.12468::m.12468	Acradend_c2619_g4::Acradend_c2619_g4_i2::g.12490::m.12490
1087	0.0348	0.0089	3.9122	Acradend_c2619_g4::Acradend_c2619_g4_i1::g.12471::m.12471	Acradend_c2619_g4::Acradend_c2619_g4_i2::g.12490::m.12490
1088	1.0510	67.6654	0.0155	Acradend_c2619_g4::Acradend_c2619_g4_i1::g.12471::m.12471	Acradend_c2619_g4::Acradend_c2619_g4_i2::g.12489::m.12489
1089	1.1268	65.8045	0.0171	Acradend_c2620_g2::Acradend_c2620_g2_i1::g.12514::m.12514	Acradend_c2620_g3::Acradend_c2620_g3_i1::g.12520::m.12520
1090	1.4388	69.0805	0.0208	Acradend_c2620_g2::Acradend_c2620_g2_i1::g.12514::m.12514	Acradend_c2620_g3::Acradend_c2620_g3_i1::g.12525::m.12525
1091	0.0526	0.7936	0.0663	Acradend_c2620_g2::Acradend_c2620_g2_i1::g.12515::m.12515	Acradend_c2620_g3::Acradend_c2620_g3_i1::g.12520::m.12520
1092	1.6019	5.0048	0.3201	Acradend_c2620_g2::Acradend_c2620_g2_i1::g.12515::m.12515	Acradend_c2620_g3::Acradend_c2620_g3_i1::g.12525::m.12525
1093	1.0736	94.1066	0.0114	Acradend_c2620_g2::Acradend_c2620_g2_i1::g.12516::m.12516	Acradend_c2620_g3::Acradend_c2620_g3_i1::g.12520::m.12520
1094	0.0140	0.0383	0.3658	Acradend_c2620_g2::Acradend_c2620_g2_i1::g.12516::m.12516	Acradend_c2620_g3::Acradend_c2620_g3_i1::g.12525::m.12525
1095	1.1217	65.9307	0.0170	Acradend_c2622_g2::Acradend_c2622_g2_i1::g.12555::m.12555	Acradend_c2622_g2::Acradend_c2622_g2_i4::g.12762::m.12762
1096	1.1217	65.9309	0.0170	Acradend_c2622_g2::Acradend_c2622_g2_i1::g.12555::m.12555	Acradend_c2622_g2::Acradend_c2622_g2_i3::g.12716::m.12716
1097	0.0367	0.2276	0.1613	Acradend_c2622_g2::Acradend_c2622_g2_i1::g.12556::m.12556	Acradend_c2622_g2::Acradend_c2622_g2_i4::g.12762::m.12762
1098	0.0367	0.2276	0.1613	Acradend_c2622_g2::Acradend_c2622_g2_i1::g.12556::m.12556	Acradend_c2622_g2::Acradend_c2622_g2_i3::g.12716::m.12716
1099	0.0916	0.1158	0.7911	Acradend_c2623_g3::Acradend_c2623_g3_i1::g.12783::m.12783	Acradend_c2623_g3::Acradend_c2623_g3_i3::g.12805::m.12805
1100	1.2206	4.3241	0.2823	Acradend_c2623_g3::Acradend_c2623_g3_i1::g.12783::m.12783	Acradend_c2623_g3::Acradend_c2623_g3_i3::g.12806::m.12806
1101	0.0493	0.1181	0.4172	Acradend_c2623_g3::Acradend_c2623_g3_i1::g.12784::m.12784	Acradend_c2623_g3::Acradend_c2623_g3_i3::g.12806::m.12806
1102	1.4002	64.9187	0.0216	Acradend_c2623_g3::Acradend_c2623_g3_i1::g.12784::m.12784	Acradend_c2623_g3::Acradend_c2623_g3_i3::g.12805::m.12805
1103	0.0916	0.1158	0.7911	Acradend_c2623_g3::Acradend_c2623_g3_i2::g.12794::m.12794	Acradend_c2623_g3::Acradend_c2623_g3_i3::g.12805::m.12805
1104	1.2206	4.3241	0.2823	Acradend_c2623_g3::Acradend_c2623_g3_i2::g.12794::m.12794	Acradend_c2623_g3::Acradend_c2623_g3_i3::g.12806::m.12806
1105	0.0493	0.1181	0.4172	Acradend_c2623_g3::Acradend_c2623_g3_i2::g.12795::m.12795	Acradend_c2623_g3::Acradend_c2623_g3_i3::g.12806::m.12806
1106	1.4033	64.8890	0.0216	Acradend_c2623_g3::Acradend_c2623_g3_i2::g.12795::m.12795	Acradend_c2623_g3::Acradend_c2623_g3_i3::g.12805::m.12805
1107	1.4966	8.2439	0.1815	Acradend_c2624_g1::Acradend_c2624_g1_i1::g.12816::m.12816	Acradend_c2624_g1::Acradend_c2624_g1_i2::g.12830::m.12830
1108	0.5166	0.5957	0.8672	Acradend_c2624_g1::Acradend_c2624_g1_i1::g.12816::m.12816	Acradend_c2624_g1::Acradend_c2624_g1_i2::g.12825::m.12825
1109	0.2477	0.3062	0.8089	Acradend_c2624_g2::Acradend_c2624_g2_i1::g.12835::m.12835	Acradend_c2624_g2::Acradend_c2624_g2_i2::g.12840::m.12840
1110	0.9510	78.0119	0.0122	Acradend_c2624_g2::Acradend_c2624_g2_i1::g.12835::m.12835	Acradend_c2624_g2::Acradend_c2624_g2_i2::g.12841::m.12841
1111	0.3469	0.5696	0.6090	Acradend_c2624_g2::Acradend_c2624_g2_i1::g.12836::m.12836	Acradend_c2624_g2::Acradend_c2624_g2_i2::g.12841::m.12841
1112	1.3657	62.5974	0.0218	Acradend_c2624_g2::Acradend_c2624_g2_i1::g.12836::m.12836	Acradend_c2624_g2::Acradend_c2624_g2_i2::g.12840::m.12840
1113	2.4674	9.0482	0.2727	Acradend_c2624_g2::Acradend_c2624_g2_i1::g.12838::m.12838	Acradend_c2624_g2::Acradend_c2624_g2_i2::g.12840::m.12840
